Serial#,Property_type,Price,Location,City,bathroom,purpose,bedroom,Area in Marla
2381,House,6500000,Chatha Bakhtawar,Islamabad,4,For Sale,3,5
2383,House,7000000,Islamabad Expressway,Islamabad,3,For Sale,3,20
2384,House,5700000,Kashmir Highway,Islamabad,3,For Sale,3,11.7
2385,House,17000000,Ghauri Town,Islamabad,7,For Sale,5,10
2387,Lower Portion,250000,E-7,Islamabad,2,For Rent,3,20
2388,Room,65000,F-7,Islamabad,1,For Rent,1,4.4
2391,House,270000,F-8,Islamabad,4,For Rent,4,40
2392,Lower Portion,100000,F-11,Islamabad,4,For Rent,3,24
2393,Flat,235000,F-8,Islamabad,4,For Rent,3,11.7
2396,House,35000,E-11,Islamabad,3,For Rent,2,8
2398,Lower Portion,130000,E-7,Islamabad,3,For Rent,2,20
2399,Lower Portion,35000,DHA Defence,Islamabad,2,For Rent,2,20
2400,House,200000,NIH Colony,Islamabad,6,For Rent,6,40
2401,Flat,200000,Diplomatic Enclave,Islamabad,3,For Rent,2,9
2402,Flat,180000,7th Avenue,Islamabad,2,For Rent,0,4.9
2405,Flat,35000,F-11,Islamabad,1,For Rent,1,4
2408,Upper Portion,50000,G-13,Islamabad,3,For Rent,3,13
2412,House,16000000,Satiana Road,Faisalabad,7,For Sale,4,8
2413,House,16000000,Shahbaz Town,Faisalabad,5,For Sale,4,7
2414,House,8500000,Kaleem Shaheed Colony No 1,Faisalabad,4,For Sale,4,5
2416,House,12000000,Garden Colony,Faisalabad,4,For Sale,4,6
2417,House,8000000,Gulshan Abad,Rawalpindi,4,For Sale,4,10
2418,House,15000000,Afshan Colony,Rawalpindi,6,For Sale,6,10.5
2420,House,11500000,Muslim Town,Rawalpindi,5,For Sale,6,5
2424,House,6500000,Gulshan Abad,Rawalpindi,4,For Sale,3,10
2425,House,5500000,Dhok Sayedan Road,Rawalpindi,4,For Sale,4,5
2427,House,5500000,Dhoke Khabba,Rawalpindi,2,For Sale,3,5
2429,House,12500000,Gulshan Abad,Rawalpindi,7,For Sale,6,10
2430,House,7800000,Muslim Town,Rawalpindi,4,For Sale,0,5
2431,House,13800000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,5,7
2433,House,27500000,Askari 7,Rawalpindi,4,For Sale,4,10
2434,Upper Portion,17000,Canal Road,Faisalabad,3,For Rent,2,5
2435,House,35000,Canal Road,Faisalabad,6,For Rent,4,5
2436,Room,25000,Peoples Colony No 1,Faisalabad,1,For Rent,2,2.2
2438,House,28000,Cantt,Rawalpindi,3,For Rent,2,8
2440,Lower Portion,50000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,2,10
2441,House,250000,Saddar,Rawalpindi,3,For Rent,5,26
2442,Flat,27000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,4
2443,Flat,45000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,4.4
2444,House,25000,Afshan Colony,Rawalpindi,3,For Rent,2,12
2445,Upper Portion,50000,Bahria Town Rawalpindi,Rawalpindi,4,For Rent,4,20
2446,Upper Portion,30000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,3,7
2447,House,6300000,Dream Avenue Lahore,Lahore,4,For Sale,3,3.5
2448,House,5500000,Mehar Fayaz Colony,Lahore,5,For Sale,4,3
2450,Flat,17500000,Askari,Lahore,4,For Sale,4,12
2451,House,12000000,Samanabad,Lahore,4,For Sale,3,5
2452,House,29000000,Ghaziabad,Lahore,2,For Sale,3,4
2453,Flat,18500000,Askari,Lahore,4,For Sale,4,12
2454,House,7000000,Al-Amin Housing Society,Lahore,4,For Sale,4,5
2455,House,24500000,Johar Town,Lahore,6,For Sale,5,12
2456,Flat,18500000,Askari,Lahore,4,For Sale,4,10
2457,House,9000000,Canal Garden,Lahore,6,For Sale,4,5
2458,House,14000000,Awan Town,Lahore,4,For Sale,4,10
2459,House,9800000,Bismillah Housing Scheme,Lahore,5,For Sale,5,7
2460,House,25000000,Askari,Lahore,5,For Sale,4,10
2461,House,35000000,Upper Mall,Lahore,5,For Sale,4,17.8
2463,House,39000000,Askari,Lahore,6,For Sale,5,20
2464,House,3500000,Al Rehman Garden,Lahore,2,For Sale,2,4
2465,House,39000000,Askari,Lahore,7,For Sale,6,20
2467,House,21000000,PIA Housing Scheme,Lahore,7,For Sale,5,10
2468,House,9000000,Shadab Garden,Lahore,6,For Sale,4,6
2470,House,9000000,Punjab Govt Employees Society,Lahore,7,For Sale,5,7
2471,House,8500000,Township,Lahore,1,For Sale,3,5
2472,House,7500000,Defence Road,Lahore,4,For Sale,4,4
2473,House,8800000,Bismillah Housing Scheme,Lahore,4,For Sale,3,5
2476,House,10000000,Bahria Town,Lahore,4,For Sale,3,5
2477,House,23500000,Johar Town,Lahore,4,For Sale,4,12
2478,House,8600000,Park View Villas,Lahore,4,For Sale,3,5
2479,House,3500000,Taj Bagh Scheme,Lahore,2,For Sale,3,4
2480,House,12000000,Harbanspura,Lahore,6,For Sale,5,6.7
2481,House,20000000,Eden,Lahore,4,For Sale,4,10
2482,House,41500000,Askari,Lahore,4,For Sale,4,20
2483,House,16000000,Pak Arab Housing Society,Lahore,5,For Sale,5,12
2484,House,21000000,Nawab Town,Lahore,4,For Sale,3,20
2485,House,6500000,Gulberg,Lahore,3,For Sale,3,2.5
2486,House,17000000,Dharampura,Lahore,5,For Sale,6,5.5
2490,House,7200000,Hassan Town,Lahore,5,For Sale,4,3
2493,House,10500000,Eden,Lahore,5,For Sale,4,5
2494,House,22500000,Allama Iqbal Town,Lahore,6,For Sale,5,11
2496,House,16000000,Nawab Town,Lahore,6,For Sale,5,10
2497,House,9400000,Lalazaar Garden,Lahore,5,For Sale,5,4.5
2498,House,15000000,Al Rehman Garden,Lahore,6,For Sale,4,8
2499,House,11000000,Eden Place Housing Scheme,Lahore,5,For Sale,4,7
2500,House,19500000,Sukh Chayn Gardens,Lahore,5,For Sale,4,10
2501,House,7000000,Harbanspura,Lahore,4,For Sale,3,3.3
2502,House,8500000,BOR - Board of Revenue Housing Society,Lahore,3,For Sale,3,3
2503,House,7500000,Samanabad,Lahore,3,For Sale,3,3
2505,House,10500000,Cantt,Lahore,3,For Sale,2,7
2506,House,9500000,Afzal Park,Lahore,2,For Sale,2,5
2507,House,24500000,Valencia Housing Society,Lahore,6,For Sale,5,13
2510,House,9000000,Canal Garden,Lahore,5,For Sale,5,5
2511,House,41000000,DHA Defence,Lahore,6,For Sale,5,20
2512,House,2500000,Shadipura,Lahore,2,For Sale,2,2
2513,House,42500000,DHA Defence,Lahore,6,For Sale,5,20
2514,House,11500000,Bahria Town,Lahore,4,For Sale,3,5
2515,House,37500000,DHA Defence,Lahore,5,For Sale,4,20
2516,House,4500000,Harbanspura,Lahore,2,For Sale,3,2.5
2517,House,41000000,DHA Defence,Lahore,6,For Sale,5,20
2518,House,9000000,Naz Town,Lahore,3,For Sale,2,10
2519,Flat,10100000,Fazaia Housing Scheme,Karachi,4,For Sale,4,12.5
2521,House,9500000,North Karachi,Karachi,2,For Sale,5,3.7
2525,Flat,9900000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,6.9
2527,Flat,2300000,Rabia City,Karachi,2,For Sale,2,3.3
2528,House,8000000,North Karachi,Karachi,4,For Sale,0,3.2
2529,Flat,5200000,North Karachi,Karachi,3,For Sale,3,5.6
2530,House,30000000,Gulistan-e-Jauhar,Karachi,3,For Sale,6,16
2533,House,42500000,Gulistan-e-Jauhar,Karachi,5,For Sale,5,10.6
2534,Flat,4500000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,6
2536,Flat,30000000,Shaheed Millat Road,Karachi,5,For Sale,4,12
2539,Flat,3500000,North Karachi,Karachi,2,For Sale,0,3.8
2540,Flat,10000000,North Nazimabad,Karachi,4,For Sale,4,4.4
2542,Flat,6500000,Bahria Town Karachi,Karachi,2,For Sale,2,4.2
2543,House,9205000,Fazaia Housing Scheme,Karachi,4,For Sale,3,11
2545,Flat,3763000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.2
2546,Flat,4090000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.7
2548,Flat,18000,Nazimabad,Karachi,2,For Rent,2,6
2549,Flat,34000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,3,4.9
2550,Flat,28000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,3,4.2
2551,House,600000,DHA Defence,Karachi,6,For Rent,6,40
2552,Flat,40000,DHA Defence,Karachi,2,For Rent,2,5.3
2555,Upper Portion,125000,DHA Defence,Karachi,3,For Rent,3,15.6
2559,Flat,200000,DHA Defence,Karachi,4,For Rent,4,16.4
2562,House,135000,Falcon Complex Faisal,Karachi,4,For Rent,4,14
2563,Upper Portion,90000,Clifton,Karachi,4,For Rent,3,24
2564,Lower Portion,125000,Jamshed Town,Karachi,4,For Rent,4,16
2565,Upper Portion,60000,Jamshed Town,Karachi,3,For Rent,3,8
2566,Flat,40000,Jamshed Town,Karachi,2,For Rent,2,4.9
2567,Upper Portion,70000,Jamshed Town,Karachi,4,For Rent,4,16
2568,Flat,55000,DHA Defence,Karachi,3,For Rent,3,4.9
2569,Upper Portion,58000,Gulshan-e-Iqbal Town,Karachi,4,For Rent,3,9.6
2570,Flat,30000,Bahria Town Karachi,Karachi,2,For Rent,2,4.2
2571,Flat,4770000,Fazaia Housing Scheme,Karachi,3,For Sale,3,6.7
2572,Flat,5136000,Fazaia Housing Scheme,Karachi,3,For Sale,3,7.1
2576,House,4500000,Baldia Town,Karachi,4,For Sale,6,3.2
2577,House,16500000,North Karachi,Karachi,4,For Sale,4,4.8
2579,House,6300000,Korangi,Karachi,5,For Sale,4,3.3
2580,Flat,3300000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,2.7
2581,Flat,19000000,DHA Defence,Karachi,4,For Sale,4,7.8
2583,House,25000000,Gadap Town,Karachi,5,For Sale,4,10.8
2584,Flat,2200000,North Karachi,Karachi,1,For Sale,2,2
2585,Flat,5500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,4
2588,Flat,7000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,6
2590,Lower Portion,8500000,Scheme 33,Karachi,3,For Sale,5,8.5
2592,House,18500000,Gulberg Town,Karachi,4,For Sale,4,4.8
2593,House,13000000,Gulistan-e-Jauhar,Karachi,3,For Sale,3,3.2
2595,Lower Portion,7500000,Nazimabad,Karachi,3,For Sale,5,4.4
2596,Flat,11000000,M. A. Jinnah Road,Karachi,3,For Sale,3,4.2
2598,Flat,12500000,Gulshan-e-Iqbal Town,Karachi,4,For Sale,4,7.1
2599,House,18000000,Gulistan-e-Jauhar,Karachi,5,For Sale,4,4.8
2600,Flat,4666000,Fazaia Housing Scheme,Karachi,2,For Sale,2,5.8
2601,Flat,7960000,Fazaia Housing Scheme,Karachi,4,For Sale,3,9.8
2602,Flat,10100000,Fazaia Housing Scheme,Karachi,5,For Sale,4,12.5
2603,Flat,4000000,Malir,Karachi,2,For Sale,2,4
2604,House,32000000,Malir,Karachi,2,For Sale,5,13.4
2605,Flat,7800000,M. A. Jinnah Road,Karachi,2,For Sale,3,5.2
2608,Flat,9000000,Delhi Colony,Karachi,2,For Sale,4,7.4
2609,Upper Portion,6000000,Mehmoodabad,Karachi,2,For Sale,2,5.6
2610,House,15000000,Bahria Town Karachi,Karachi,4,For Sale,3,8
2611,Flat,5700000,Bahria Town Karachi,Karachi,2,For Sale,2,4.2
2612,Flat,6050000,Bahria Town Karachi,Karachi,3,For Sale,2,4.7
2613,Flat,7966000,Bahria Town Karachi,Karachi,3,For Sale,3,5.6
2614,Flat,24000000,Cantt,Karachi,3,For Sale,3,11.4
2615,Flat,17000000,Clifton,Karachi,3,For Sale,3,6.4
2616,House,8500000,Malir,Karachi,5,For Sale,4,4.8
2617,House,2300000,Malir,Karachi,1,For Sale,2,4
2619,Flat,11500000,DHA Defence,Karachi,2,For Sale,2,4.2
2620,Flat,4000000,Gulistan-e-Jauhar,Karachi,4,For Sale,6,4.8
2621,Upper Portion,7000000,Federal B Area,Karachi,2,For Sale,3,4.8
2622,Flat,13500000,Clifton,Karachi,3,For Sale,3,7.3
2630,House,37000000,Naval Anchorage,Islamabad,6,For Sale,6,20
2631,House,17000000,Margalla Town,Islamabad,5,For Sale,5,6
2633,Flat,4900000,DHA Defence,Islamabad,3,For Sale,2,4.9
2634,House,7600000,Ghauri Town,Islamabad,3,For Sale,2,6
2635,House,13000000,Bahria Town,Islamabad,3,For Sale,3,5
2636,House,37500000,Tarnol,Islamabad,6,For Sale,6,24
2637,House,8800000,H-15,Islamabad,3,For Sale,4,5
2638,House,9000000,FECHS,Islamabad,2,For Sale,2,7
2639,House,4200000,Ali Pur,Islamabad,3,For Sale,3,4.5
2641,Flat,8000000,G-11,Islamabad,2,For Sale,2,5.1
2642,House,35000000,G-8,Islamabad,5,For Sale,5,8
2643,House,28000000,G-15,Islamabad,4,For Sale,4,8
2644,Flat,5000000,D-17,Islamabad,3,For Sale,3,6.9
2645,Flat,9500000,Islamabad Expressway,Islamabad,3,For Sale,3,10.7
2647,House,10000000,Shaheen Town,Islamabad,7,For Sale,5,14.7
2648,House,12000000,Soan Garden,Islamabad,3,For Sale,3,14.2
2649,House,3600000,D-13,Islamabad,2,For Sale,4,8
2651,House,11000000,H-13,Islamabad,5,For Sale,5,5
2652,Flat,2500000,H-13,Islamabad,1,For Sale,1,1.6
2654,House,32000000,G-9,Islamabad,4,For Sale,5,14.2
2655,House,38000000,DHA Defence,Islamabad,6,For Sale,5,20
2657,House,270000,F-8,Islamabad,4,For Rent,4,20
2661,Upper Portion,30000,FECHS,Islamabad,3,For Rent,3,12
2662,Flat,25000,G-11,Islamabad,1,For Rent,1,4.4
2663,Flat,30000,G-11,Islamabad,1,For Rent,1,4
2665,Upper Portion,48000,E-11,Islamabad,3,For Rent,3,10
2669,House,175000,Tarnol,Islamabad,6,For Rent,6,24
2672,Lower Portion,60000,E-11,Islamabad,2,For Rent,2,16
2673,Upper Portion,65000,I-8,Islamabad,3,For Rent,3,14.2
2676,Lower Portion,18000,G-13,Islamabad,1,For Rent,2,4.4
2681,Lower Portion,70000,G-10,Islamabad,3,For Rent,4,20
2682,House,120000,F-10,Islamabad,4,For Rent,5,20
2683,Room,45000,F-8,Islamabad,1,For Rent,1,3.8
2687,House,35000,FECHS,Islamabad,5,For Rent,4,8
2688,Lower Portion,20000,Bhara kahu,Islamabad,3,For Rent,2,6.5
2689,House,2850000,Samundari Road,Faisalabad,2,For Sale,4,7
2690,House,2500000,Ali Garden,Faisalabad,1,For Sale,2,3
2693,House,18000000,Shahbaz Town,Faisalabad,6,For Sale,6,12.4
2694,House,3500000,Others,Faisalabad,3,For Sale,3,3.5
2696,House,30000000,Gulberg,Faisalabad,3,For Sale,5,11
2698,House,22500000,Gulzar-e-Quaid Housing Society,Rawalpindi,6,For Sale,6,12.1
2699,Flat,5200000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4.4
2700,Flat,4200000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,3.5
2701,Flat,5000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4.4
2702,House,33000000,Askari 14,Rawalpindi,5,For Sale,4,18.7
2703,Flat,3600000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,3.1
2705,House,4800000,Dhoke Khabba,Rawalpindi,1,For Sale,2,3.8
2706,House,11200000,Bahria Town Rawalpindi,Rawalpindi,3,For Sale,3,8
2708,Flat,3550000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,2.7
2710,House,15000000,Bahria Town Rawalpindi,Rawalpindi,6,For Sale,5,9.5
2711,House,7000000,Range Road,Rawalpindi,4,For Sale,4,8
2712,House,14300000,Media Town,Rawalpindi,7,For Sale,6,5
2713,House,4500000,Chakra,Rawalpindi,3,For Sale,3,7
2714,House,15000000,Dhok Paracha,Rawalpindi,6,For Sale,6,5
2716,Flat,5100000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4.9
2717,Flat,6000000,Bahria Town Rawalpindi,Rawalpindi,2,For Sale,2,4.7
2718,House,6500000,DAV College Road,Rawalpindi,3,For Sale,6,2.5
2720,House,27800000,Bahria Town Rawalpindi,Rawalpindi,7,For Sale,5,11
2721,House,4000000,Adiala Road,Rawalpindi,2,For Sale,2,5
2722,House,6000000,Adiala Road,Rawalpindi,5,For Sale,4,6
2725,House,130000,Canal Road,Faisalabad,6,For Rent,5,18
2726,Upper Portion,30000,Muslim Town,Faisalabad,3,For Rent,3,16
2728,House,20000,Younas Town,Faisalabad,3,For Rent,3,3
2731,Flat,23000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,1,3.1
2732,Lower Portion,21000,Muslim Town,Rawalpindi,2,For Rent,2,4
2734,House,75000,Bahria Town Rawalpindi,Rawalpindi,5,For Rent,5,10
2735,Lower Portion,45000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,12
2736,Lower Portion,60000,Bahria Town Rawalpindi,Rawalpindi,3,For Rent,3,20
2738,Flat,30000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,4.4
2739,Lower Portion,38000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,2,12
2740,Flat,35000,Bahria Town Rawalpindi,Rawalpindi,2,For Rent,1,3.6
2741,Lower Portion,22000,Westridge,Rawalpindi,3,For Rent,2,6
2742,House,45000,Askari 8,Rawalpindi,3,For Rent,3,11
2743,House,37200000,State Life Housing Society,Lahore,6,For Sale,5,20
2744,House,29000000,State Life Housing Society,Lahore,6,For Sale,5,20
2745,House,7500000,Samanabad,Lahore,3,For Sale,5,5.5
2746,House,12500000,Paragon City,Lahore,3,For Sale,4,5
2747,Flat,3500000,Johar Town,Lahore,2,For Sale,2,3.3
2748,House,1800000,Green Town,Lahore,1,For Sale,1,2
2749,House,8500000,Township,Lahore,3,For Sale,4,5
2750,House,44500000,DHA Defence,Lahore,6,For Sale,5,20
2751,House,34000000,Bahria Town,Lahore,6,For Sale,5,14
2754,House,7000000,Harbanspura,Lahore,3,For Sale,4,3
2755,House,15000000,Dharampura,Lahore,3,For Sale,6,5
2756,House,6000000,Baghbanpura,Lahore,2,For Sale,3,5
2757,House,2350000,Ashiana-e-Quaid Housing Scheme,Lahore,2,For Sale,2,2
2758,House,3500000,Kahna,Lahore,2,For Sale,1,3.9
2760,House,23500000,DHA Defence,Lahore,5,For Sale,4,10
2762,House,44000000,DHA Defence,Lahore,6,For Sale,5,20
2763,Flat,6000000,Gulberg,Lahore,2,For Sale,3,5
2764,House,10500000,State Life Housing Society,Lahore,4,For Sale,3,5
2765,Flat,15000000,Askari,Lahore,4,For Sale,4,12
2766,Flat,15000000,Askari,Lahore,3,For Sale,3,10
2767,Flat,12200000,Askari,Lahore,3,For Sale,3,10
2769,Flat,12100000,Askari,Lahore,3,For Sale,3,10
2770,House,16000000,State Life Housing Society,Lahore,4,For Sale,3,5
2771,House,41800000,DHA Defence,Lahore,6,For Sale,5,20
2773,House,35000000,Gulberg,Lahore,5,For Sale,4,13
2777,House,6000000,Eden,Lahore,2,For Sale,3,4.5
2778,House,24000000,Islamia Park,Lahore,5,For Sale,5,24
2779,House,20700000,Askari,Lahore,3,For Sale,3,10
2780,House,18500000,Airport Road,Lahore,6,For Sale,5,10
2781,House,5500000,Lahore Medical Housing Society,Lahore,4,For Sale,3,3
2782,House,41000000,DHA Defence,Lahore,6,For Sale,5,20
2783,House,2000000,Jewa Town,Lahore,4,For Sale,3,6
2784,House,21000000,Askari,Lahore,3,For Sale,3,10
2785,House,9000000,Shershah Colony - Raiwind Road,Lahore,6,For Sale,3,3
2786,House,10000000,Lahore Medical Housing Society,Lahore,4,For Sale,3,5
2787,House,35500000,Askari,Lahore,4,For Sale,4,20
2788,House,25000000,Nishat Colony,Lahore,4,For Sale,4,20
2789,House,9800000,Tricon Village,Lahore,4,For Sale,4,7
2790,Flat,15000000,Askari,Lahore,4,For Sale,4,10
2793,House,5500000,Ahbab Colony,Lahore,3,For Sale,3,3
2794,House,6000000,Shalimar Housing Scheme,Lahore,3,For Sale,4,3
2795,House,14700000,Mozang,Lahore,3,For Sale,3,7
2796,House,15000000,Shahkam Chowk,Lahore,5,For Sale,3,11
2798,House,8000000,Walled City,Lahore,2,For Sale,2,3
2799,House,31500000,Chaman Park,Lahore,3,For Sale,6,11
2800,House,8500000,Samanabad,Lahore,4,For Sale,4,4
2803,House,7500000,Islamia Park,Lahore,4,For Sale,3,4.2
2805,House,15000000,Cantt,Lahore,6,For Sale,5,7
2806,House,25500000,Askari,Lahore,5,For Sale,4,10
2808,House,17500000,Wapda Town,Lahore,5,For Sale,5,10
2810,House,11500000,Paragon City,Lahore,3,For Sale,3,5
2811,House,8500000,Lalazar,Lahore,5,For Sale,4,3
2812,House,43500000,DHA Defence,Lahore,6,For Sale,5,20
2813,House,16000000,Township,Lahore,6,For Sale,5,10
2814,House,13000000,Bahria Town,Lahore,4,For Sale,3,5
2815,House,30000000,Mustafa Town,Lahore,5,For Sale,5,10
2816,House,14000000,Architects Engineers Housing Society,Lahore,5,For Sale,4,5
2819,House,4500000,Asif Colony,Lahore,4,For Sale,5,4
2820,House,41000000,DHA Defence,Lahore,5,For Sale,5,20
2821,House,10500000,Outfall Road,Lahore,4,For Sale,4,5.2
2822,House,5000000,Bagarian,Lahore,5,For Sale,4,5
2823,House,20000000,Bahria Town Karachi,Karachi,4,For Sale,3,8
2824,House,12500000,Northern Bypass,Karachi,5,For Sale,4,11
2826,Flat,6200000,Gulistan-e-Jauhar,Karachi,2,For Sale,4,5.3
2827,Flat,4000000,Garden West,Karachi,2,For Sale,2,4.4
2828,House,9500000,Shah Faisal Town,Karachi,3,For Sale,4,3.2
2830,House,13000000,Gulistan-e-Jauhar,Karachi,2,For Sale,3,4.8
2831,Flat,5500000,North Nazimabad,Karachi,2,For Sale,2,3.6
2832,Flat,2700000,Federal B Area,Karachi,1,For Sale,1,1.8
2833,House,8000000,Scheme 33,Karachi,2,For Sale,1,4.8
2834,House,30000000,Gulistan-e-Jauhar,Karachi,3,For Sale,4,9.6
2838,Flat,7000000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,5.8
2839,Flat,13000000,DHA Defence,Karachi,3,For Sale,3,4.4
2840,Flat,4800000,North Karachi,Karachi,2,For Sale,4,3.7
2842,Flat,5000000,North Nazimabad,Karachi,2,For Sale,2,4.2
2843,House,12700000,Scheme 33,Karachi,3,For Sale,3,4.8
2844,House,25000000,Gulistan-e-Jauhar,Karachi,2,For Sale,2,5.6
2845,Flat,6500000,Garden West,Karachi,2,For Sale,2,3.8
2846,Flat,7000000,Nazimabad,Karachi,2,For Sale,2,4.9
2847,House,13000000,North Karachi,Karachi,2,For Sale,3,4.8
2849,House,3200000,Korangi,Karachi,3,For Sale,5,3.2
2854,Flat,11500000,DHA Defence,Karachi,2,For Sale,2,4
2855,House,17000000,Federal B Area,Karachi,3,For Sale,4,4.8
2856,House,7500000,Scheme 33,Karachi,3,For Sale,2,4.8
2858,Flat,40000000,Clifton,Karachi,4,For Sale,4,9.8
2859,House,36500000,DHA Defence,Karachi,5,For Sale,4,4
2860,Flat,3500000,North Nazimabad,Karachi,3,For Sale,4,4.8
2863,House,12500000,Gadap Town,Karachi,4,For Sale,4,9.6
2864,Upper Portion,27000,Gulistan-e-Jauhar,Karachi,2,For Rent,2,4.8
2866,Lower Portion,36000,North Nazimabad,Karachi,2,For Rent,3,9.6
2867,Flat,23000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,5,5.6
2868,Upper Portion,45000,Scheme 33,Karachi,4,For Rent,3,16
2869,Flat,25000,Suparco Road,Karachi,3,For Rent,3,4.2
2871,House,159000,DHA Defence,Karachi,6,For Rent,6,20
2872,House,105000,DHA Defence,Karachi,3,For Rent,3,12
2873,House,100000,DHA Defence,Karachi,6,For Rent,6,12
2874,House,100000,University Road,Karachi,6,For Rent,6,16
2875,Upper Portion,30000,Gulshan-e-Iqbal Town,Karachi,3,For Rent,2,7.2
2876,Lower Portion,110000,DHA Defence,Karachi,2,For Rent,2,20
2877,Lower Portion,26000,North Nazimabad,Karachi,2,For Rent,2,9.6
2880,House,65000,Gulshan-e-Iqbal Town,Karachi,4,For Rent,4,9.6
2881,Upper Portion,20000,Gulshan-e-Iqbal Town,Karachi,1,For Rent,2,2.4
2882,Flat,70000,DHA Defence,Karachi,2,For Rent,2,6.2
2883,Flat,32000,DHA Defence,Karachi,1,For Rent,1,2.9
2885,House,600000,DHA Defence,Karachi,6,For Rent,6,40
2888,Lower Portion,27000,Gulshan-e-Iqbal Town,Karachi,2,For Rent,2,4.8
2889,Lower Portion,85000,DHA Defence,Karachi,2,For Rent,2,20
2891,Flat,25000000,Clifton,Karachi,3,For Sale,3,9.6
2892,Flat,6000000,DHA Defence,Karachi,2,For Sale,2,2.4
2894,House,9500000,Malir,Karachi,3,For Sale,3,4.8
2895,Flat,10400000,Defence View Society,Karachi,2,For Sale,3,4.7
2896,House,11000000,Federal B Area,Karachi,2,For Sale,1,4.8
2897,Flat,1800000,North Karachi,Karachi,1,For Sale,1,2
2898,Flat,9500000,Gulshan-e-Iqbal Town,Karachi,3,For Sale,3,6.7
2901,House,15000000,Rufi Rose Petals,Karachi,3,For Sale,3,5
2902,Flat,15500000,Gulistan-e-Jauhar,Karachi,6,For Sale,4,12
2903,Flat,30000000,Cantt,Karachi,5,For Sale,3,12.2
2907,House,14000000,Malir,Karachi,5,For Sale,4,4.8
2910,Flat,13500000,DHA Defence,Karachi,3,For Sale,3,5.3
2912,Flat,15000000,Gulistan-e-Jauhar,Karachi,6,For Sale,4,12
2915,Flat,15000000,Punjab Chowrangi,Karachi,4,For Sale,3,9.8
2918,Flat,7500000,Gulshan-e-Iqbal Town,Karachi,2,For Sale,2,4
2919,Flat,6300000,Bahria Town Karachi,Karachi,2,For Sale,2,4.2
2921,House,10500000,North Karachi,Karachi,7,For Sale,6,4.8
2922,House,5100000,North Karachi,Karachi,3,For Sale,5,3.2
2924,Flat,38500000,DHA Defence,Karachi,2,For Sale,2,7.3
2925,House,4600000,Malir,Karachi,3,For Sale,5,3.2
2926,Flat,12500000,DHA Defence,Karachi,2,For Sale,2,4.2
2929,House,6500000,Ghauri Town,Islamabad,2,For Sale,2,5
2933,House,17000000,CBR Town,Islamabad,4,For Sale,4,11
2938,House,11500000,Ghauri Town,Islamabad,6,For Sale,4,6
2939,Flat,10100000,Islamabad Highway,Islamabad,2,For Sale,2,5.3
2941,Flat,16000000,F-11,Islamabad,3,For Sale,3,10.7
2942,House,9200000,Shaheen Town,Islamabad,6,For Sale,4,5
2944,House,25000000,National Police Foundation O-9,Islamabad,6,For Sale,6,20
2946,House,12000000,Ghauri Town,Islamabad,6,For Sale,6,5
2947,House,13000000,Pakistan Town,Islamabad,5,For Sale,4,6
2949,Flat,11000000,G-11,Islamabad,3,For Sale,3,4.9
2950,House,16000000,Meherban Colony,Islamabad,5,For Sale,5,8
2951,House,13000000,Zaraj Housing Scheme,Islamabad,5,For Sale,4,10
2954,House,41000000,G-9,Islamabad,3,For Sale,5,14
2956,House,22500000,G-11,Islamabad,5,For Sale,6,5
2958,House,13000000,Ghauri Town,Islamabad,7,For Sale,6,7
2959,House,15000000,G-13,Islamabad,6,For Sale,5,4
2960,House,11000000,Multi Residencia & Orchards,Islamabad,5,For Sale,4,8
2962,Flat,3360000,Capital Enclave,Islamabad,2,For Sale,1,2.1
2963,Upper Portion,45000,DHA Defence,Islamabad,3,For Rent,3,20
2964,House,30000,DHA Defence,Islamabad,3,For Rent,3,20
2965,House,450000,F-8,Islamabad,5,For Rent,4,20
2966,House,40000,G-9,Islamabad,2,For Rent,3,14
